Store,DayOfWeek,Sales,Customers,Open,Promo,SchoolHoliday,year,month,day,StoreType,CompetitionDistance
6,6,6892,628,1,0,0,2013,4,27,1,8250
7,6,3247,357,1,0,0,2013,4,27,0,1080
8,6,4921,420,1,0,0,2013,4,27,0,2460
9,6,8138,1223,1,0,0,2013,4,27,0,220
10,6,3902,349,1,0,0,2013,4,27,0,4740
11,6,8959,1309,1,0,0,2013,4,27,0,250
12,6,4184,420,1,0,0,2013,4,27,0,4260
13,6,4071,622,1,0,0,2013,4,27,0,340
14,6,1171,119,1,0,0,2013,4,27,0,350
15,6,4296,533,1,0,0,2013,4,27,0,4080
16,6,2967,341,1,0,0,2013,4,27,1,410
17,6,5847,554,1,0,0,2013,4,27,1,2380
18,6,4855,388,1,0,0,2013,4,27,1,7860
19,6,2271,206,1,0,0,2013,4,27,0,1980
20,6,2478,372,1,0,0,2013,4,27,0,690
1,5,4914,604,1,1,0,2013,4,26,0,570
2,5,4636,511,1,1,0,2013,4,26,0,8780
3,5,3280,395,1,1,0,2013,4,26,0,290
4,5,5488,433,1,1,0,2013,4,26,1,6880
5,5,9275,882,1,1,0,2013,4,26,0,1070
6,5,9795,745,1,1,0,2013,4,26,1,8250
7,5,4836,490,1,1,0,2013,4,26,0,1080
8,5,5866,464,1,1,0,2013,4,26,0,2460
9,5,9650,1387,1,1,0,2013,4,26,0,220
10,5,6395,546,1,1,0,2013,4,26,0,4740
11,5,13252,1856,1,1,0,2013,4,26,0,250
12,5,7365,674,1,1,0,2013,4,26,0,4260
13,5,6199,861,1,1,0,2013,4,26,0,340
14,5,3913,485,1,1,0,2013,4,26,0,350
15,5,7884,843,1,1,0,2013,4,26,0,4080
16,5,3238,366,1,1,0,2013,4,26,1,410
17,5,6826,583,1,1,0,2013,4,26,1,2380
18,5,5860,423,1,1,0,2013,4,26,1,7860
19,5,5462,440,1,1,0,2013,4,26,0,1980
20,5,4832,748,1,1,0,2013,4,26,0,690
1,4,4689,571,1,1,0,2013,4,25,0,570
2,4,5168,569,1,1,0,2013,4,25,0,8780
3,4,3011,334,1,1,0,2013,4,25,0,290
4,4,4397,377,1,1,0,2013,4,25,1,6880
5,4,9065,977,1,1,0,2013,4,25,0,1070
6,4,6870,587,1,1,0,2013,4,25,1,8250
7,4,4405,496,1,1,0,2013,4,25,0,1080
8,4,5348,464,1,1,0,2013,4,25,0,2460
9,4,10077,1518,1,1,0,2013,4,25,0,220
10,4,6212,520,1,1,0,2013,4,25,0,4740
11,4,14059,1952,1,1,0,2013,4,25,0,250
12,4,8152,734,1,1,0,2013,4,25,0,4260
13,4,6335,985,1,1,0,2013,4,25,0,340
14,4,4630,466,1,1,0,2013,4,25,0,350
15,4,7671,873,1,1,0,2013,4,25,0,4080
16,4,2993,362,1,1,0,2013,4,25,1,410
17,4,5343,467,1,1,0,2013,4,25,1,2380
18,4,4785,343,1,1,0,2013,4,25,1,7860
19,4,4251,378,1,1,0,2013,4,25,0,1980
20,4,4715,747,1,1,0,2013,4,25,0,690
1,3,6260,766,1,1,0,2013,4,24,0,570
2,3,5699,631,1,1,0,2013,4,24,0,8780
3,3,3566,348,1,1,0,2013,4,24,0,290
4,3,3545,336,1,1,0,2013,4,24,1,6880
5,3,10630,1044,1,1,0,2013,4,24,0,1070
6,3,6324,518,1,1,0,2013,4,24,1,8250
7,3,4460,483,1,1,0,2013,4,24,0,1080
8,3,5254,446,1,1,0,2013,4,24,0,2460
9,3,10490,1514,1,1,0,2013,4,24,0,220
10,3,5913,510,1,1,0,2013,4,24,0,4740
11,3,16360,2084,1,1,0,2013,4,24,0,250
12,3,8357,716,1,1,0,2013,4,24,0,4260
13,3,6691,1000,1,1,0,2013,4,24,0,340
14,3,4048,439,1,1,0,2013,4,24,0,350
15,3,6939,846,1,1,0,2013,4,24,0,4080
16,3,3445,405,1,1,0,2013,4,24,1,410
17,3,5368,443,1,1,0,2013,4,24,1,2380
18,3,3769,292,1,1,0,2013,4,24,1,7860
19,3,4915,416,1,1,0,2013,4,24,0,1980
20,3,5385,779,1,1,0,2013,4,24,0,690
1,2,5775,634,1,1,0,2013,4,23,0,570
2,2,6874,681,1,1,0,2013,4,23,0,8780
3,2,4487,534,1,1,0,2013,4,23,0,290
4,2,4780,369,1,1,0,2013,4,23,1,6880
5,2,11600,1028,1,1,0,2013,4,23,0,1070
6,2,6782,555,1,1,0,2013,4,23,1,8250
7,2,5699,571,1,1,0,2013,4,23,0,1080
8,2,5121,462,1,1,0,2013,4,23,0,2460
9,2,12019,1591,1,1,0,2013,4,23,0,220
10,2,7257,600,1,1,0,2013,4,23,0,4740
11,2,18866,2382,1,1,0,2013,4,23,0,250
12,2,9052,818,1,1,0,2013,4,23,0,4260
13,2,8166,1090,1,1,0,2013,4,23,0,340
14,2,4907,508,1,1,0,2013,4,23,0,350
15,2,7911,892,1,1,0,2013,4,23,0,4080
16,2,3675,435,1,1,0,2013,4,23,1,410
17,2,6204,506,1,1,0,2013,4,23,1,2380
18,2,4049,308,1,1,0,2013,4,23,1,7860
19,2,5440,441,1,1,0,2013,4,23,0,1980
20,2,5671,755,1,1,0,2013,4,23,0,690
1,1,6774,719,1,1,0,2013,4,22,0,570
2,1,7722,707,1,1,0,2013,4,22,0,8780
3,1,5298,503,1,1,0,2013,4,22,0,290
4,1,6549,525,1,1,0,2013,4,22,1,6880
5,1,13870,1193,1,1,0,2013,4,22,0,1070
6,1,8868,699,1,1,0,2013,4,22,1,8250
7,1,7123,658,1,1,0,2013,4,22,0,1080
8,1,6569,559,1,1,0,2013,4,22,0,2460
9,1,12024,1734,1,1,0,2013,4,22,0,220
10,1,7992,680,1,1,0,2013,4,22,0,4740
11,1,19879,2380,1,1,0,2013,4,22,0,250
12,1,11308,918,1,1,0,2013,4,22,0,4260
13,1,8281,1109,1,1,0,2013,4,22,0,340
14,1,6330,576,1,1,0,2013,4,22,0,350
15,1,8675,1002,1,1,0,2013,4,22,0,4080
16,1,3940,454,1,1,0,2013,4,22,1,410
17,1,7316,581,1,1,0,2013,4,22,1,2380
18,1,5004,350,1,1,0,2013,4,22,1,7860
19,1,5930,457,1,1,0,2013,4,22,0,1980
20,1,6607,826,1,1,0,2013,4,22,0,690
1,7,0,0,0,0,0,2013,4,21,0,570
2,7,0,0,0,0,0,2013,4,21,0,8780
3,7,0,0,0,0,0,2013,4,21,0,290
4,7,0,0,0,0,0,2013,4,21,1,6880
5,7,0,0,0,0,0,2013,4,21,0,1070
6,7,0,0,0,0,0,2013,4,21,1,8250
7,7,0,0,0,0,0,2013,4,21,0,1080
8,7,0,0,0,0,0,2013,4,21,0,2460
9,7,0,0,0,0,0,2013,4,21,0,220
10,7,0,0,0,0,0,2013,4,21,0,4740
11,7,0,0,0,0,0,2013,4,21,0,250
12,7,0,0,0,0,0,2013,4,21,0,4260
13,7,0,0,0,0,0,2013,4,21,0,340
14,7,0,0,0,0,0,2013,4,21,0,350
15,7,0,0,0,0,0,2013,4,21,0,4080
16,7,0,0,0,0,0,2013,4,21,1,410
17,7,0,0,0,0,0,2013,4,21,1,2380
18,7,0,0,0,0,0,2013,4,21,1,7860
19,7,0,0,0,0,0,2013,4,21,0,1980
20,7,0,0,0,0,0,2013,4,21,0,690
1,6,2701,341,1,0,0,2013,4,20,0,570
2,6,1671,181,1,0,0,2013,4,20,0,8780
3,6,741,99,1,0,0,2013,4,20,0,290
4,6,3142,303,1,0,0,2013,4,20,1,6880
5,6,7685,832,1,0,0,2013,4,20,0,1070
6,6,6664,691,1,0,0,2013,4,20,1,8250
7,6,2783,330,1,0,0,2013,4,20,0,1080
8,6,4314,416,1,0,0,2013,4,20,0,2460
9,6,9043,1369,1,0,0,2013,4,20,0,220
10,6,3673,340,1,0,0,2013,4,20,0,4740
11,6,9726,1399,1,0,0,2013,4,20,0,250
12,6,4607,435,1,0,0,2013,4,20,0,4260
13,6,4171,630,1,0,0,2013,4,20,0,340
14,6,1451,136,1,0,0,2013,4,20,0,350
15,6,4265,536,1,0,0,2013,4,20,0,4080
16,6,2450,354,1,0,0,2013,4,20,1,410
17,6,4932,480,1,0,0,2013,4,20,1,2380
18,6,4582,354,1,0,0,2013,4,20,1,7860
19,6,2471,257,1,0,0,2013,4,20,0,1980
20,6,3348,494,1,0,0,2013,4,20,0,690
1,5,3525,466,1,0,0,2013,4,19,0,570
2,5,3958,491,1,0,0,2013,4,19,0,8780
3,5,2188,313,1,0,0,2013,4,19,0,290
4,5,3490,356,1,0,0,2013,4,19,1,6880
5,5,7525,847,1,0,0,2013,4,19,0,1070
6,5,6376,646,1,0,0,2013,4,19,1,8250
7,5,3670,413,1,0,0,2013,4,19,0,1080
8,5,4216,421,1,0,0,2013,4,19,0,2460
9,5,9020,1400,1,0,0,2013,4,19,0,220
10,5,5816,514,1,0,0,2013,4,19,0,4740
11,5,11831,1776,1,0,0,2013,4,19,0,250
12,5,5556,605,1,0,0,2013,4,19,0,4260
13,5,4579,753,1,0,0,2013,4,19,0,340
14,5,3236,399,1,0,0,2013,4,19,0,350
15,5,6763,877,1,0,0,2013,4,19,0,4080
16,5,2949,355,1,0,0,2013,4,19,1,410
17,5,4652,428,1,0,0,2013,4,19,1,2380
18,5,4815,402,1,0,0,2013,4,19,1,7860
19,5,3650,358,1,0,0,2013,4,19,0,1980
20,5,3819,619,1,0,0,2013,4,19,0,690
1,4,3516,517,1,0,0,2013,4,18,0,570
2,4,4115,541,1,0,0,2013,4,18,0,8780
3,4,1893,271,1,0,0,2013,4,18,0,290
4,4,3051,310,1,0,0,2013,4,18,1,6880
5,4,6980,820,1,0,0,2013,4,18,0,1070
6,4,5535,550,1,0,0,2013,4,18,1,8250
7,4,3395,431,1,0,0,2013,4,18,0,1080
8,4,4348,401,1,0,0,2013,4,18,0,2460
9,4,8976,1416,1,0,0,2013,4,18,0,220
10,4,4565,452,1,0,0,2013,4,18,0,4740
11,4,11797,1724,1,0,0,2013,4,18,0,250
12,4,5596,576,1,0,0,2013,4,18,0,4260
13,4,4806,853,1,0,0,2013,4,18,0,340
14,4,2770,342,1,0,0,2013,4,18,0,350
15,4,5716,773,1,0,0,2013,4,18,0,4080
16,4,2774,347,1,0,0,2013,4,18,1,410
17,4,4274,428,1,0,0,2013,4,18,1,2380
18,4,3841,307,1,0,0,2013,4,18,1,7860
19,4,3254,324,1,0,0,2013,4,18,0,1980
20,4,3389,587,1,0,0,2013,4,18,0,690
1,3,4776,683,1,0,0,2013,4,17,0,570
2,3,4330,554,1,0,0,2013,4,17,0,8780
3,3,2051,248,1,0,0,2013,4,17,0,290
4,3,2976,290,1,0,0,2013,4,17,1,6880
5,3,7400,824,1,0,0,2013,4,17,0,1070
6,3,5115,476,1,0,0,2013,4,17,1,8250
7,3,2821,367,1,0,0,2013,4,17,0,1080
8,3,4617,415,1,0,0,2013,4,17,0,2460
9,3,8409,1388,1,0,0,2013,4,17,0,220
10,3,4337,441,1,0,0,2013,4,17,0,4740
11,3,11629,1783,1,0,0,2013,4,17,0,250
12,3,5233,601,1,0,0,2013,4,17,0,4260
13,3,5001,834,1,0,0,2013,4,17,0,340
14,3,2613,328,1,0,0,2013,4,17,0,350
15,3,4866,713,1,0,0,2013,4,17,0,4080
16,3,2102,336,1,0,0,2013,4,17,1,410
17,3,3556,367,1,0,0,2013,4,17,1,2380
18,3,3271,260,1,0,0,2013,4,17,1,7860
19,3,3202,322,1,0,0,2013,4,17,0,1980
20,3,3941,637,1,0,0,2013,4,17,0,690
1,2,4059,542,1,0,0,2013,4,16,0,570
2,2,4212,497,1,0,0,2013,4,16,0,8780
3,2,1925,332,1,0,0,2013,4,16,0,290
4,2,3064,303,1,0,0,2013,4,16,1,6880
5,2,7124,892,1,0,0,2013,4,16,0,1070
6,2,5598,538,1,0,0,2013,4,16,1,8250
7,2,3178,426,1,0,0,2013,4,16,0,1080
8,2,3961,405,1,0,0,2013,4,16,0,2460
9,2,8967,1473,1,0,0,2013,4,16,0,220
10,2,4393,458,1,0,0,2013,4,16,0,4740
11,2,12643,1865,1,0,0,2013,4,16,0,250
12,2,5324,599,1,0,0,2013,4,16,0,4260
13,2,5386,859,1,0,0,2013,4,16,0,340
14,2,2810,368,1,0,0,2013,4,16,0,350
15,2,5953,849,1,0,0,2013,4,16,0,4080
16,2,2629,321,1,0,0,2013,4,16,1,410
17,2,3685,384,1,0,0,2013,4,16,1,2380
18,2,2859,249,1,0,0,2013,4,16,1,7860
19,2,3073,327,1,0,0,2013,4,16,0,1980
20,2,4391,694,1,0,0,2013,4,16,0,690
1,1,3850,548,1,0,0,2013,4,15,0,570
2,1,3833,486,1,0,0,2013,4,15,0,8780
3,1,1557,239,1,0,0,2013,4,15,0,290
4,1,2371,259,1,0,0,2013,4,15,1,6880
5,1,7197,822,1,0,0,2013,4,15,0,1070
6,1,4559,456,1,0,0,2013,4,15,1,8250
7,1,2968,388,1,0,0,2013,4,15,0,1080
8,1,4388,431,1,0,0,2013,4,15,0,2460
9,1,9004,1521,1,0,0,2013,4,15,0,220
10,1,4790,450,1,0,0,2013,4,15,0,4740
11,1,11823,1862,1,0,0,2013,4,15,0,250
12,1,5533,588,1,0,0,2013,4,15,0,4260
13,1,4992,851,1,0,0,2013,4,15,0,340
14,1,2872,383,1,0,0,2013,4,15,0,350
15,1,5370,745,1,0,0,2013,4,15,0,4080
16,1,2604,368,1,0,0,2013,4,15,1,410
17,1,3103,347,1,0,0,2013,4,15,1,2380
18,1,3480,281,1,0,0,2013,4,15,1,7860
19,1,3332,318,1,0,0,2013,4,15,0,1980
20,1,4705,721,1,0,0,2013,4,15,0,690
1,7,0,0,0,0,0,2013,4,14,0,570
2,7,0,0,0,0,0,2013,4,14,0,8780
3,7,0,0,0,0,0,2013,4,14,0,290
4,7,0,0,0,0,0,2013,4,14,1,6880
5,7,0,0,0,0,0,2013,4,14,0,1070
6,7,0,0,0,0,0,2013,4,14,1,8250
7,7,0,0,0,0,0,2013,4,14,0,1080
8,7,0,0,0,0,0,2013,4,14,0,2460
9,7,0,0,0,0,0,2013,4,14,0,220
10,7,0,0,0,0,0,2013,4,14,0,4740
11,7,0,0,0,0,0,2013,4,14,0,250
12,7,0,0,0,0,0,2013,4,14,0,4260
13,7,0,0,0,0,0,2013,4,14,0,340
14,7,0,0,0,0,0,2013,4,14,0,350
15,7,0,0,0,0,0,2013,4,14,0,4080
16,7,0,0,0,0,0,2013,4,14,1,410
17,7,0,0,0,0,0,2013,4,14,1,2380
18,7,0,0,0,0,0,2013,4,14,1,7860
19,7,0,0,0,0,0,2013,4,14,0,1980
20,7,0,0,0,0,0,2013,4,14,0,690
1,6,2561,324,1,0,0,2013,4,13,0,570
2,6,1859,171,1,0,0,2013,4,13,0,8780
3,6,906,116,1,0,0,2013,4,13,0,290
4,6,3194,316,1,0,0,2013,4,13,1,6880
5,6,7853,869,1,0,0,2013,4,13,0,1070
6,6,6825,663,1,0,0,2013,4,13,1,8250
7,6,3217,386,1,0,0,2013,4,13,0,1080
8,6,4699,424,1,0,0,2013,4,13,0,2460
9,6,9451,1440,1,0,0,2013,4,13,0,220
10,6,4122,357,1,0,0,2013,4,13,0,4740
11,6,9079,1329,1,0,0,2013,4,13,0,250
12,6,4084,421,1,0,0,2013,4,13,0,4260
13,6,4982,807,1,0,0,2013,4,13,0,340
14,6,1021,113,1,0,0,2013,4,13,0,350
15,6,3857,558,1,0,0,2013,4,13,0,4080
16,6,3052,396,1,0,0,2013,4,13,1,410
17,6,5219,512,1,0,0,2013,4,13,1,2380
18,6,4297,330,1,0,0,2013,4,13,1,7860
19,6,2342,227,1,0,0,2013,4,13,0,1980
20,6,2940,441,1,0,0,2013,4,13,0,690
1,5,4334,519,1,1,0,2013,4,12,0,570
2,5,5164,517,1,1,0,2013,4,12,0,8780
3,5,3515,390,1,1,0,2013,4,12,0,290
4,5,4617,444,1,1,0,2013,4,12,1,6880
5,5,11474,1126,1,1,0,2013,4,12,0,1070
6,5,9231,738,1,1,0,2013,4,12,1,8250
7,5,5333,552,1,1,0,2013,4,12,0,1080
8,5,5682,502,1,1,0,2013,4,12,0,2460
9,5,11424,1595,1,1,0,2013,4,12,0,220
10,5,7224,619,1,1,0,2013,4,12,0,4740
11,5,14212,1925,1,1,0,2013,4,12,0,250
12,5,9462,746,1,1,0,2013,4,12,0,4260
13,5,7725,984,1,1,0,2013,4,12,0,340
14,5,4543,496,1,1,0,2013,4,12,0,350
15,5,10503,1023,1,1,0,2013,4,12,0,4080
16,5,3563,426,1,1,0,2013,4,12,1,410
17,5,6100,542,1,1,0,2013,4,12,1,2380
18,5,6258,461,1,1,0,2013,4,12,1,7860
19,5,5678,465,1,1,0,2013,4,12,0,1980
20,5,4472,651,1,1,0,2013,4,12,0,690
1,4,5301,606,1,1,0,2013,4,11,0,570
2,4,5621,597,1,1,0,2013,4,11,0,8780
3,4,2757,330,1,1,0,2013,4,11,0,290
4,4,4934,418,1,1,0,2013,4,11,1,6880
5,4,10500,973,1,1,0,2013,4,11,0,1070
6,4,8229,666,1,1,0,2013,4,11,1,8250
7,4,5526,577,1,1,0,2013,4,11,0,1080
8,4,5562,466,1,1,0,2013,4,11,0,2460
9,4,10717,1533,1,1,0,2013,4,11,0,220
10,4,6668,570,1,1,0,2013,4,11,0,4740
11,4,15266,2008,1,1,0,2013,4,11,0,250
12,4,9385,773,1,1,0,2013,4,11,0,4260
13,4,7488,978,1,1,0,2013,4,11,0,340
14,4,4701,458,1,1,0,2013,4,11,0,350
15,4,7798,920,1,1,0,2013,4,11,0,4080
16,4,3398,401,1,1,0,2013,4,11,1,410
17,4,6373,553,1,1,0,2013,4,11,1,2380
18,4,4538,351,1,1,0,2013,4,11,1,7860
19,4,5278,437,1,1,0,2013,4,11,0,1980
20,4,4651,710,1,1,0,2013,4,11,0,690
1,3,6520,780,1,1,0,2013,4,10,0,570
2,3,6049,638,1,1,0,2013,4,10,0,8780
3,3,3857,385,1,1,0,2013,4,10,0,290
4,3,4881,407,1,1,0,2013,4,10,1,6880
5,3,11769,1029,1,1,0,2013,4,10,0,1070
6,3,9214,677,1,1,0,2013,4,10,1,8250
7,3,5577,583,1,1,0,2013,4,10,0,1080
8,3,5030,437,1,1,0,2013,4,10,0,2460
9,3,11403,1492,1,1,0,2013,4,10,0,220
10,3,6884,550,1,1,0,2013,4,10,0,4740
11,3,15990,2037,1,1,0,2013,4,10,0,250
12,3,9855,848,1,1,0,2013,4,10,0,4260
13,3,7830,1009,1,1,0,2013,4,10,0,340
14,3,4903,476,1,1,0,2013,4,10,0,350
15,3,7417,815,1,1,0,2013,4,10,0,4080
16,3,3147,345,1,1,0,2013,4,10,1,410
17,3,6099,477,1,1,0,2013,4,10,1,2380
18,3,4297,318,1,1,0,2013,4,10,1,7860
19,3,5027,409,1,1,0,2013,4,10,0,1980
20,3,5165,749,1,1,0,2013,4,10,0,690
1,2,6574,667,1,1,0,2013,4,9,0,570
2,2,7860,720,1,1,0,2013,4,9,0,8780
3,2,4658,518,1,1,0,2013,4,9,0,290
4,2,5116,392,1,1,0,2013,4,9,1,6880
5,2,12818,1141,1,1,0,2013,4,9,0,1070
6,2,8257,642,1,1,0,2013,4,9,1,8250
7,2,6045,612,1,1,0,2013,4,9,0,1080
8,2,5770,440,1,1,0,2013,4,9,0,2460
9,2,12764,1635,1,1,0,2013,4,9,0,220
10,2,8390,625,1,1,0,2013,4,9,0,4740
11,2,19588,2423,1,1,0,2013,4,9,0,250
12,2,11612,874,1,1,0,2013,4,9,0,4260
13,2,8222,1070,1,1,0,2013,4,9,0,340
14,2,6373,571,1,1,0,2013,4,9,0,350
15,2,7554,855,1,1,0,2013,4,9,0,4080
16,2,3367,391,1,1,0,2013,4,9,1,410
17,2,6668,504,1,1,0,2013,4,9,1,2380
18,2,4692,325,1,1,0,2013,4,9,1,7860
19,2,6264,488,1,1,0,2013,4,9,0,1980
20,2,5261,759,1,1,0,2013,4,9,0,690
1,1,6696,732,1,1,0,2013,4,8,0,570
2,1,9825,855,1,1,0,2013,4,8,0,8780
3,1,6223,592,1,1,0,2013,4,8,0,290
4,1,6729,523,1,1,0,2013,4,8,1,6880
5,1,13810,1217,1,1,0,2013,4,8,0,1070
6,1,9919,711,1,1,0,2013,4,8,1,8250
7,1,8326,741,1,1,0,2013,4,8,0,1080
8,1,6302,526,1,1,0,2013,4,8,0,2460
9,1,13102,1738,1,1,0,2013,4,8,0,220
10,1,9002,710,1,1,0,2013,4,8,0,4740
11,1,23662,2807,1,1,0,2013,4,8,0,250
12,1,12606,979,1,1,0,2013,4,8,0,4260
13,1,9322,1145,1,1,0,2013,4,8,0,340
14,1,6529,565,1,1,0,2013,4,8,0,350
15,1,9480,1035,1,1,0,2013,4,8,0,4080
16,1,3800,458,1,1,0,2013,4,8,1,410
17,1,8084,622,1,1,0,2013,4,8,1,2380
18,1,5138,369,1,1,0,2013,4,8,1,7860
19,1,6693,512,1,1,0,2013,4,8,0,1980
20,1,7040,866,1,1,0,2013,4,8,0,690
1,7,0,0,0,0,0,2013,4,7,0,570
2,7,0,0,0,0,0,2013,4,7,0,8780
3,7,0,0,0,0,0,2013,4,7,0,290
4,7,0,0,0,0,0,2013,4,7,1,6880
5,7,0,0,0,0,0,2013,4,7,0,1070
6,7,0,0,0,0,0,2013,4,7,1,8250
7,7,0,0,0,0,0,2013,4,7,0,1080
8,7,0,0,0,0,0,2013,4,7,0,2460
9,7,0,0,0,0,0,2013,4,7,0,220
10,7,0,0,0,0,0,2013,4,7,0,4740
11,7,0,0,0,0,0,2013,4,7,0,250
12,7,0,0,0,0,0,2013,4,7,0,4260
13,7,0,0,0,0,0,2013,4,7,0,340
14,7,0,0,0,0,0,2013,4,7,0,350
15,7,0,0,0,0,0,2013,4,7,0,4080
16,7,0,0,0,0,0,2013,4,7,1,410
17,7,0,0,0,0,0,2013,4,7,1,2380
18,7,0,0,0,0,0,2013,4,7,1,7860
19,7,0,0,0,0,0,2013,4,7,0,1980
20,7,0,0,0,0,0,2013,4,7,0,690
1,6,2461,315,1,0,0,2013,4,6,0,570
2,6,1629,169,1,0,0,2013,4,6,0,8780
3,6,703,91,1,0,0,2013,4,6,0,290
4,6,3155,309,1,0,0,2013,4,6,1,6880
5,6,8546,865,1,0,0,2013,4,6,0,1070
6,6,7007,658,1,0,0,2013,4,6,1,8250
7,6,3230,385,1,0,0,2013,4,6,0,1080
8,6,5091,440,1,0,0,2013,4,6,0,2460
9,6,9682,1387,1,0,0,2013,4,6,0,220
10,6,3462,346,1,0,0,2013,4,6,0,4740
11,6,9006,1353,1,0,0,2013,4,6,0,250
12,6,4262,438,1,0,0,2013,4,6,0,4260
13,6,5653,838,1,0,0,2013,4,6,0,340
14,6,1029,109,1,0,0,2013,4,6,0,350
15,6,5000,554,1,0,0,2013,4,6,0,4080
16,6,3251,422,1,0,0,2013,4,6,1,410
17,6,5610,497,1,0,0,2013,4,6,1,2380
18,6,4900,394,1,0,0,2013,4,6,1,7860
19,6,2300,232,1,0,0,2013,4,6,0,1980
20,6,2731,405,1,0,0,2013,4,6,0,690
1,5,3872,470,1,0,1,2013,4,5,0,570
2,5,4297,496,1,0,1,2013,4,5,0,8780
3,5,2406,345,1,0,1,2013,4,5,0,290
4,5,3426,351,1,0,1,2013,4,5,1,6880
5,5,9159,976,1,0,1,2013,4,5,0,1070
6,5,7477,640,1,0,1,2013,4,5,1,8250
7,5,3683,488,1,0,1,2013,4,5,0,1080
8,5,4792,420,1,0,1,2013,4,5,0,2460
9,5,8939,1305,1,0,1,2013,4,5,0,220
10,5,5405,485,1,0,1,2013,4,5,0,4740
11,5,12262,1794,1,0,1,2013,4,5,0,250
12,5,6245,603,1,0,1,2013,4,5,0,4260
13,5,5549,828,1,0,1,2013,4,5,0,340
14,5,4028,442,1,0,1,2013,4,5,0,350
15,5,6561,871,1,0,1,2013,4,5,0,4080
16,5,2617,363,1,0,1,2013,4,5,1,410
17,5,5327,496,1,0,1,2013,4,5,1,2380
18,5,5607,410,1,0,1,2013,4,5,1,7860
19,5,3554,348,1,0,1,2013,4,5,0,1980
20,5,4013,612,1,0,1,2013,4,5,0,690
1,4,4114,542,1,0,1,2013,4,4,0,570
2,4,4334,532,1,0,1,2013,4,4,0,8780
3,4,2040,326,1,0,1,2013,4,4,0,290
4,4,3332,351,1,0,1,2013,4,4,1,6880
5,4,9279,953,1,0,1,2013,4,4,0,1070
6,4,6232,597,1,0,1,2013,4,4,1,8250
7,4,3784,500,1,0,1,2013,4,4,0,1080
8,4,4362,424,1,0,1,2013,4,4,0,2460
9,4,9280,1419,1,0,1,2013,4,4,0,220
10,4,4712,460,1,0,1,2013,4,4,0,4740
11,4,13791,1963,1,0,1,2013,4,4,0,250
12,4,5474,619,1,0,1,2013,4,4,0,4260
13,4,6251,879,1,0,1,2013,4,4,0,340
14,4,3573,413,1,0,1,2013,4,4,0,350
15,4,7107,842,1,0,1,2013,4,4,0,4080
16,4,2923,355,1,0,1,2013,4,4,1,410
17,4,5171,480,1,0,1,2013,4,4,1,2380
18,4,3442,313,1,0,1,2013,4,4,1,7860
19,4,3514,318,1,0,1,2013,4,4,0,1980
20,4,4363,657,1,0,1,2013,4,4,0,690
1,3,4250,600,1,0,1,2013,4,3,0,570
2,3,3632,473,1,0,1,2013,4,3,0,8780
3,3,1736,262,1,0,1,2013,4,3,0,290
4,3,2897,303,1,0,1,2013,4,3,1,6880
5,3,8271,963,1,0,1,2013,4,3,0,1070
6,3,5747,514,1,0,1,2013,4,3,1,8250
7,3,3686,460,1,0,1,2013,4,3,0,1080
8,3,4855,452,1,0,1,2013,4,3,0,2460
9,3,7443,1263,1,0,1,2013,4,3,0,220
10,3,4107,446,1,0,1,2013,4,3,0,4740
11,3,12614,1888,1,0,1,2013,4,3,0,250
12,3,4956,560,1,0,1,2013,4,3,0,4260
13,3,5427,779,1,0,1,2013,4,3,0,340
14,3,2991,371,1,0,1,2013,4,3,0,350
15,3,6162,797,1,0,1,2013,4,3,0,4080
16,3,2430,332,1,0,1,2013,4,3,1,410
17,3,4780,430,1,0,1,2013,4,3,1,2380
18,3,4245,324,1,0,1,2013,4,3,1,7860
19,3,3025,325,1,0,1,2013,4,3,0,1980
20,3,4459,657,1,0,1,2013,4,3,0,690
1,2,3643,507,1,0,1,2013,4,2,0,570
2,2,4284,563,1,0,1,2013,4,2,0,8780
3,2,2157,329,1,0,1,2013,4,2,0,290
4,2,2773,327,1,0,1,2013,4,2,1,6880
5,2,8821,1040,1,0,1,2013,4,2,0,1070
6,2,6033,611,1,0,1,2013,4,2,1,8250
7,2,3574,476,1,0,1,2013,4,2,0,1080
8,2,4777,460,1,0,1,2013,4,2,0,2460
9,2,9955,1579,1,0,1,2013,4,2,0,220
10,2,5189,553,1,0,1,2013,4,2,0,4740
11,2,13940,2105,1,0,1,2013,4,2,0,250
12,2,5460,604,1,0,1,2013,4,2,0,4260
13,2,5381,851,1,0,1,2013,4,2,0,340
14,2,3674,432,1,0,1,2013,4,2,0,350
15,2,8377,1041,1,0,1,2013,4,2,0,4080
16,2,3085,422,1,0,1,2013,4,2,1,410
17,2,4367,461,1,0,1,2013,4,2,1,2380
18,2,3820,331,1,0,1,2013,4,2,1,7860
19,2,3498,356,1,0,1,2013,4,2,0,1980
20,2,4842,727,1,0,1,2013,4,2,0,690
1,1,0,0,0,0,1,2013,4,1,0,570
2,1,0,0,0,0,1,2013,4,1,0,8780
3,1,0,0,0,0,1,2013,4,1,0,290
4,1,0,0,0,0,1,2013,4,1,1,6880
5,1,0,0,0,0,1,2013,4,1,0,1070
6,1,0,0,0,0,1,2013,4,1,1,8250
7,1,0,0,0,0,1,2013,4,1,0,1080
8,1,0,0,0,0,1,2013,4,1,0,2460
9,1,0,0,0,0,1,2013,4,1,0,220
